image_num,golden_label,predicted_label,energy,output0,output1,output2,output3,output4,output5,output6,output7,output8,output9,latency0,latency1,latency2,latency3,latency4,latency5,latency6,latency7,latency8,latency9
454,9,9,1.2844e-10,0.38626,0.10755,0.20655,0.23597,0.34019,0.25315,0.13618,0.28086,0.31849,0.58532,2.1350000000000056e-10,2.1350000000000056e-10,2.1350000000000056e-10,2.1350000000000056e-10,2.1350000000000056e-10,2.1350000000000056e-10,2.1350000000000056e-10,2.1350000000000056e-10,3.328999999999983e-10,2.1350000000000056e-10
455,1,1,1.2585e-10,0.22764,0.66637,0.28662,0.2368,0.28816,0.11018,0.31049,0.1751,0.29019,0.21171,1.6689999999999867e-10,2.4259999999999914e-10,1.9419999999999918e-10,3.749999999999984e-10,2.777000000000012e-10,1.6689999999999867e-10,2.777000000000012e-10,2.777000000000012e-10,2.777000000000012e-10,1.9419999999999918e-10
456,2,2,1.2682e-10,0.3066,0.45037,0.60502,0.27314,0.16666,0.043281,0.20355,0.29008,0.28268,0.18728,2.186000000000017e-10,2.6290000000000165e-10,2.186000000000017e-10,1.595000000000022e-10,2.186000000000017e-10,1.595000000000022e-10,2.186000000000017e-10,2.186000000000017e-10,2.6290000000000165e-10,2.6290000000000165e-10
457,6,6,1.2471e-10,0.33088,0.11936,0.1808,0.2538,0.3004,0.36367,0.51902,0.067781,0.43637,0.21017,1.577999999999996e-10,1.9789999999999742e-10,2.8319999999999753e-10,2.8319999999999753e-10,2.8319999999999753e-10,2.8319999999999753e-10,1.9789999999999742e-10,1.9789999999999742e-10,1.9789999999999742e-10,2.8319999999999753e-10
458,8,8,1.2908e-10,0.22209,0.2365,0.25974,0.27643,0.15678,0.24249,0.15535,0.15616,0.6642,0.30321,2.3529999999999814e-10,2.3529999999999814e-10,1.9339999999999563e-10,1.3479999999999668e-10,1.9339999999999563e-10,1.9339999999999563e-10,1.9339999999999563e-10,2.849999999999989e-10,1.9339999999999563e-10,1.9339999999999563e-10
459,0,0,1.2682e-10,0.60303,0.20026,0.27928,0.14094,0.1809,0.28822,0.3852,0.14531,0.28428,0.28807,2.620999999999981e-10,1.345999999999991e-10,2.1970000000000163e-10,2.620999999999981e-10,2.620999999999981e-10,2.620999999999981e-10,2.620999999999981e-10,1.345999999999991e-10,2.620999999999981e-10,2.620999999999981e-10
460,5,5,1.2929e-10,0.2191,0.15171,0.14681,0.36688,0.20637,0.54906,0.18744,0.15323,0.43891,0.31169,2.35678e-10,1.92404e-10,1.92404e-10,1.92404e-10,2.35678e-10,1.92404e-10,1.59252e-10,1.92404e-10,1.92404e-10,1.59252e-10
461,6,6,1.259e-10,0.28261,0.22541,0.28921,0.13045,0.35667,0.32192,0.6034,0.12951,0.32225,0.17229,2.215599999999998e-10,2.7243999999999953e-10,2.7243999999999953e-10,2.215599999999998e-10,2.215599999999998e-10,2.215599999999998e-10,2.215599999999998e-10,2.215599999999998e-10,2.215599999999998e-10,2.215599999999998e-10
462,6,6,1.2496e-10,0.30082,0.13234,0.264,0.25724,0.20185,0.41826,0.52273,0.097634,0.44767,0.19491,1.645399999999991e-10,2.742799999999996e-10,1.645399999999991e-10,2.742799999999996e-10,2.742799999999996e-10,2.742799999999996e-10,2.742799999999996e-10,1.645399999999991e-10,2.742799999999996e-10,2.742799999999996e-10
463,6,6,1.2463e-10,0.30666,0.15314,0.33057,0.14595,0.30257,0.26962,0.5962,0.081958,0.35567,0.23035,2.2619999999999907e-10,2.2619999999999907e-10,1.7629999999999907e-10,1.7629999999999907e-10,2.2619999999999907e-10,2.2619999999999907e-10,1.7629999999999907e-10,1.7629999999999907e-10,2.2619999999999907e-10,2.8640000000000017e-10
464,3,3,1.2715e-10,0.26348,0.23096,0.26775,0.59543,0.089683,0.25894,0.069536,0.3105,0.4921,0.2683,1.8199999999999792e-10,3.0620000000000045e-10,3.0620000000000045e-10,1.8199999999999792e-10,1.8199999999999792e-10,2.302000000000003e-10,1.8199999999999792e-10,2.6279999999999955e-10,1.8199999999999792e-10,1.8199999999999792e-10
465,8,8,1.2855e-10,0.24893,0.21424,0.19668,0.29377,0.12499,0.2523,0.10947,0.32887,0.59517,0.31165,1.6020000000000034e-10,1.6020000000000034e-10,1.6020000000000034e-10,2.419999999999998e-10,2.419999999999998e-10,3.0309999999999826e-10,3.0309999999999826e-10,1.6020000000000034e-10,1.6020000000000034e-10,2.419999999999998e-10
466,8,8,1.2706e-10,0.30015,0.22191,0.3333,0.24004,0.17348,0.18878,0.21655,0.1193,0.62396,0.31224,2.4260000000000245e-10,3.0340000000000125e-10,2.4260000000000245e-10,2.4260000000000245e-10,2.4260000000000245e-10,2.4260000000000245e-10,2.4260000000000245e-10,2.4260000000000245e-10,1.3150000000000022e-10,3.0340000000000125e-10
467,2,2,1.2477e-10,0.3543,0.35704,0.60098,0.30701,0.093543,0.040787,0.2198,0.3242,0.32129,0.22359,1.607999999999997e-10,2.737e-10,2.2769999999999747e-10,2.2769999999999747e-10,1.607999999999997e-10,1.607999999999997e-10,3.418999999999986e-10,2.737e-10,2.737e-10,2.2769999999999747e-10
468,7,8,1.2708e-10,0.31096,0.15562,0.36951,0.34925,0.19401,0.12143,0.058386,0.42608,0.44173,0.32071,2.449000000000011e-10,2.449000000000011e-10,2.449000000000011e-10,1.6609999999999511e-10,2.449000000000011e-10,3.052999999999981e-10,2.449000000000011e-10,2.449000000000011e-10,2.449000000000011e-10,2.449000000000011e-10
469,5,8,1.2947e-10,0.23355,0.13225,0.21281,0.35082,0.18848,0.46629,0.21583,0.089593,0.50706,0.3027,1.8179999999999704e-10,1.8179999999999704e-10,2.3830000000000154e-10,3.3529999999999904e-10,1.1810000000000024e-10,1.8179999999999704e-10,2.3830000000000154e-10,1.8179999999999704e-10,1.8179999999999704e-10,2.8019999999999744e-10
470,8,8,1.2878e-10,0.24568,0.2012,0.31461,0.39917,0.11215,0.24583,0.21075,0.15516,0.6244,0.22209,2.24796e-10,2.24796e-10,1.5677e-10,1.5677e-10,1.5677e-10,1.5677e-10,2.72199e-10,1.5677e-10,2.24796e-10,1.5677e-10
471,9,9,1.2687e-10,0.35576,0.15984,0.19099,0.31628,0.23823,0.18622,0.074574,0.35982,0.35689,0.53689,2.1384999999999963e-10,2.1384999999999963e-10,2.1384999999999963e-10,2.639499999999997e-10,2.639499999999997e-10,2.1384999999999963e-10,2.1384999999999963e-10,2.1384999999999963e-10,2.1384999999999963e-10,2.1384999999999963e-10
472,6,6,1.2495e-10,0.3243,0.20415,0.33292,0.11879,0.28885,0.26473,0.59226,0.1684,0.31686,0.20604,3.0929999999999934e-10,2.545699999999999e-10,2.545699999999999e-10,2.545699999999999e-10,2.545699999999999e-10,2.545699999999999e-10,2.545699999999999e-10,2.545699999999999e-10,2.545699999999999e-10,2.545699999999999e-10
473,1,1,1.2864e-10,0.20631,0.66964,0.20101,0.34075,0.18618,0.27021,0.24484,0.20717,0.29309,0.24751,2.969999999999993e-10,2.1120000000000026e-10,2.1120000000000026e-10,2.969999999999993e-10,2.1120000000000026e-10,2.969999999999993e-10,2.969999999999993e-10,2.969999999999993e-10,2.969999999999993e-10,2.969999999999993e-10
474,8,8,1.2765e-10,0.24361,0.21738,0.29741,0.33739,0.16425,0.17917,0.18987,0.098209,0.60433,0.31105,2.0729999999999948e-10,2.0729999999999948e-10,2.0729999999999948e-10,3.256999999999994e-10,1.7690000000000008e-10,2.0729999999999948e-10,2.0729999999999948e-10,2.0729999999999948e-10,2.0729999999999948e-10,2.0729999999999948e-10
475,4,4,1.2933e-10,0.21638,0.17387,0.22909,0.15542,0.66932,0.24842,0.25182,0.21477,0.24214,0.36151,1.9790000000000073e-10,1.9790000000000073e-10,1.9790000000000073e-10,2.3700000000000073e-10,2.3700000000000073e-10,2.3700000000000073e-10,1.9790000000000073e-10,2.8430000000000077e-10,2.3700000000000073e-10,2.3700000000000073e-10
476,1,1,1.2451e-10,0.27497,0.65502,0.26789,0.27031,0.21344,0.13033,0.2552,0.16765,0.33362,0.27286,2.0220000000000164e-10,2.0220000000000164e-10,2.0220000000000164e-10,2.0220000000000164e-10,2.0220000000000164e-10,2.0220000000000164e-10,3.3830000000000244e-10,2.0220000000000164e-10,2.0220000000000164e-10,2.0220000000000164e-10
477,2,2,1.2778e-10,0.26825,0.28821,0.62433,0.38844,0.14692,0.061871,0.19238,0.21847,0.39361,0.17857,1.7559999999999927e-10,2.111999999999986e-10,2.111999999999986e-10,1.7559999999999927e-10,1.7559999999999927e-10,1.7559999999999927e-10,2.111999999999986e-10,2.111999999999986e-10,1.7559999999999927e-10,2.111999999999986e-10
478,5,5,1.2802e-10,0.30642,0.16494,0.20653,0.41964,0.25042,0.44306,0.33661,0.12706,0.38955,0.213,2.66399999999999e-10,2.66399999999999e-10,2.66399999999999e-10,1.401999999999975e-10,2.66399999999999e-10,2.66399999999999e-10,2.66399999999999e-10,2.66399999999999e-10,3.330999999999992e-10,2.66399999999999e-10
479,9,9,1.3001e-10,0.28989,0.12072,0.25096,0.35122,0.30694,0.27624,0.15285,0.087137,0.41348,0.47148,1.809000000000013e-10,1.809000000000013e-10,1.809000000000013e-10,2.7289999999999975e-10,1.809000000000013e-10,1.809000000000013e-10,1.809000000000013e-10,1.809000000000013e-10,1.5140000000000095e-10,1.809000000000013e-10
480,1,1,1.2705e-10,0.22653,0.64959,0.20305,0.19242,0.21349,0.21921,0.37167,0.16456,0.36214,0.18934,1.84024e-10,1.84024e-10,2.2673e-10,1.84024e-10,2.2673e-10,1.84024e-10,1.84024e-10,1.84024e-10,1.84024e-10,1.84024e-10
481,9,9,1.2828e-10,0.34444,0.13065,0.23431,0.25378,0.32659,0.17759,0.10839,0.29375,0.33607,0.57291,2.4793e-10,2.0075000000000016e-10,2.0075000000000016e-10,2.4793e-10,2.0075000000000016e-10,1.6166000000000004e-10,2.0075000000000016e-10,2.0075000000000016e-10,3.2621999999999973e-10,2.4793e-10
482,7,7,1.2909e-10,0.37518,0.27331,0.19023,0.37266,0.091926,0.212,0.059099,0.57561,0.29188,0.38325,2.436799999999993e-10,2.436799999999993e-10,2.436799999999993e-10,2.436799999999993e-10,2.436799999999993e-10,2.9885999999999994e-10,1.2012999999999884e-10,2.436799999999993e-10,2.436799999999993e-10,2.436799999999993e-10
483,5,5,1.2961999999999996e-10,0.32366,0.15801,0.051847,0.29001,0.2451,0.63047,0.25167,0.18495,0.3828,0.25585,2.916000000000001e-10,1.978000000000003e-10,1.978000000000003e-10,2.403999999999993e-10,2.403999999999993e-10,1.978000000000003e-10,2.403999999999993e-10,1.978000000000003e-10,1.6299999999999954e-10,2.403999999999993e-10
484,4,4,1.274e-10,0.20692,0.17759,0.20615,0.16958,0.63483,0.17353,0.20341,0.29654,0.234,0.36181,2.0150000000000018e-10,2.371999999999983e-10,2.371999999999983e-10,2.371999999999983e-10,2.0150000000000018e-10,2.0150000000000018e-10,1.723999999999983e-10,2.0150000000000018e-10,2.0150000000000018e-10,2.0150000000000018e-10
485,0,0,1.2505e-10,0.62129,0.22019,0.26698,0.23405,0.20806,0.24584,0.37195,0.10839,0.28195,0.35571,1.7030000000000054e-10,2.9899999999999824e-10,2.9899999999999824e-10,2.9899999999999824e-10,2.9899999999999824e-10,2.9899999999999824e-10,1.7030000000000054e-10,1.7030000000000054e-10,1.7030000000000054e-10,2.9899999999999824e-10
486,8,8,1.3112e-10,0.16439,0.22665,0.30141,0.29933,0.18148,0.20588,0.183,0.20985,0.62224,0.24754,1.9480000000000185e-10,3.7000000000000265e-10,1.9480000000000185e-10,2.345000000000012e-10,1.4260000000000155e-10,1.9480000000000185e-10,1.9480000000000185e-10,2.345000000000012e-10,1.9480000000000185e-10,1.9480000000000185e-10
487,9,9,1.2927e-10,0.35158,0.14434,0.22631,0.26166,0.38028,0.18933,0.12245,0.32897,0.28371,0.54094,2.3279999999999862e-10,1.923999999999978e-10,2.3279999999999862e-10,1.923999999999978e-10,1.923999999999978e-10,1.415999999999971e-10,1.923999999999978e-10,2.3279999999999862e-10,2.3279999999999862e-10,1.923999999999978e-10
488,9,9,1.2653e-10,0.30781,0.12166,0.24509,0.22051,0.31343,0.1459,0.07687,0.28113,0.40899,0.54439,2.0780000000000005e-10,2.0780000000000005e-10,2.0780000000000005e-10,2.0780000000000005e-10,2.0780000000000005e-10,2.0780000000000005e-10,2.0780000000000005e-10,2.0780000000000005e-10,2.0780000000000005e-10,1.3789999999999887e-10
489,1,1,1.274e-10,0.22838,0.69312,0.20652,0.20515,0.29175,0.20029,0.32958,0.18421,0.28501,0.21032,1.7629999999999742e-10,2.4069999999999897e-10,1.7629999999999742e-10,1.7629999999999742e-10,3.7280000000000186e-10,2.4069999999999897e-10,2.4069999999999897e-10,2.4069999999999897e-10,2.4069999999999897e-10,2.4069999999999897e-10
490,0,0,1.2259e-10,0.48654,0.25383,0.32862,0.18258,0.34064,0.14533,0.39817,0.24749,0.19213,0.27281,1.84505e-10,2.28758e-10,2.28758e-10,2.28758e-10,1.84505e-10,1.84505e-10,2.28758e-10,2.28758e-10,1.84505e-10,1.84505e-10
491,5,5,1.2787e-10,0.26388,0.1012,0.12386,0.36142,0.26949,0.56506,0.2694,0.12661,0.36393,0.3164,2.6961999999999974e-10,1.8298000000000013e-10,1.8298000000000013e-10,1.8298000000000013e-10,2.6961999999999974e-10,1.8298000000000013e-10,2.6961999999999974e-10,1.8298000000000013e-10,2.6961999999999974e-10,1.8298000000000013e-10
492,2,8,1.2596e-10,0.2831,0.22268,0.48351,0.38323,0.093224,0.16692,0.24005,0.19891,0.51207,0.18643,1.8246999999999885e-10,2.364099999999996e-10,1.8246999999999885e-10,1.338499999999999e-10,1.8246999999999885e-10,1.8246999999999885e-10,1.8246999999999885e-10,3.2032999999999986e-10,1.8246999999999885e-10,1.8246999999999885e-10
493,3,3,1.2648e-10,0.28969,0.17936,0.33877,0.67702,0.17192,0.21467,0.1559,0.19702,0.38275,0.18818,2.251999999999996e-10,1.8159999999999946e-10,2.251999999999996e-10,2.251999999999996e-10,2.251999999999996e-10,2.251999999999996e-10,2.251999999999996e-10,2.8609999999999884e-10,2.251999999999996e-10,2.251999999999996e-10
494,7,7,1.2863e-10,0.34355,0.22495,0.27059,0.27123,0.12118,0.12893,0.064397,0.64493,0.40385,0.30738,2.5379999999999927e-10,2.5379999999999927e-10,2.5379999999999927e-10,2.5379999999999927e-10,1.8019999999999985e-10,2.127000000000003e-10,1.8019999999999985e-10,2.5379999999999927e-10,1.547999999999995e-10,2.5379999999999927e-10
495,8,8,1.2499e-10,0.40178,0.19956,0.32703,0.22637,0.23041,0.19542,0.38248,0.070521,0.4845,0.23586,1.2279999999999962e-10,1.6269999999999986e-10,1.8729999999999996e-10,2.794000000000005e-10,2.794000000000005e-10,2.794000000000005e-10,2.794000000000005e-10,2.794000000000005e-10,1.8729999999999996e-10,2.794000000000005e-10
496,9,9,1.2748e-10,0.34715,0.14005,0.16252,0.299,0.29971,0.28314,0.12244,0.32476,0.26084,0.55681,2.072000000000007e-10,2.072000000000007e-10,2.072000000000007e-10,2.072000000000007e-10,2.072000000000007e-10,2.072000000000007e-10,2.072000000000007e-10,2.072000000000007e-10,2.072000000000007e-10,2.072000000000007e-10
497,4,4,1.2742e-10,0.23707,0.35267,0.23996,0.19295,0.49792,0.11102,0.16572,0.15477,0.32641,0.35914,2.5249999999999846e-10,2.5249999999999846e-10,1.8169999999999825e-10,2.5249999999999846e-10,1.8169999999999825e-10,1.8169999999999825e-10,1.8169999999999825e-10,1.8169999999999825e-10,1.8169999999999825e-10,2.5249999999999846e-10
498,0,0,1.2621e-10,0.53263,0.17309,0.26183,0.22968,0.22068,0.17573,0.29107,0.2098,0.36487,0.30343,2.2639999999999996e-10,2.2639999999999996e-10,2.2639999999999996e-10,2.2639999999999996e-10,2.2639999999999996e-10,2.7589999999999653e-10,2.2639999999999996e-10,2.2639999999999996e-10,1.5559999999999644e-10,2.7589999999999653e-10
499,6,6,1.2327e-10,0.31713,0.16349,0.21462,0.17851,0.24471,0.37304,0.54032,0.1039,0.43731,0.17665,2.055000000000014e-10,2.055000000000014e-10,2.055000000000014e-10,2.055000000000014e-10,2.055000000000014e-10,2.055000000000014e-10,2.055000000000014e-10,2.055000000000014e-10,2.055000000000014e-10,2.055000000000014e-10
500,3,3,1.2789e-10,0.29688,0.23789,0.29606,0.72699,0.16311,0.15849,0.13018,0.22947,0.35593,0.26169,2.02144e-10,2.02144e-10,1.66525e-10,2.02144e-10,1.66525e-10,1.66525e-10,1.66525e-10,2.02144e-10,2.02144e-10,2.02144e-10
501,9,9,1.2655e-10,0.40466,0.15801,0.26392,0.26019,0.28714,0.19139,0.15356,0.24213,0.26565,0.56391,2.221399999999994e-10,2.221399999999994e-10,3.244100000000001e-10,2.221399999999994e-10,2.6748e-10,2.6748e-10,2.6748e-10,3.244100000000001e-10,2.6748e-10,2.221399999999994e-10
502,5,5,1.2504e-10,0.29178,0.1536,0.2357,0.3394,0.20783,0.51596,0.22942,0.15756,0.41474,0.24757,1.7820999999999912e-10,1.7820999999999912e-10,2.6685000000000017e-10,1.7820999999999912e-10,1.7820999999999912e-10,2.6685000000000017e-10,2.6685000000000017e-10,2.2091000000000022e-10,1.7820999999999912e-10,2.2091000000000022e-10
503,2,2,1.2653e-10,0.36048,0.23823,0.63567,0.36905,0.18521,0.041806,0.24456,0.24058,0.35434,0.20206,1.4249999999999946e-10,2.2680000000000009e-10,1.4249999999999946e-10,1.4249999999999946e-10,1.4249999999999946e-10,1.4249999999999946e-10,3.1400000000000036e-10,2.2680000000000009e-10,2.681999999999987e-10,1.4249999999999946e-10
504,1,1,1.2712e-10,0.23835,0.6319,0.27184,0.30838,0.20847,0.14182,0.2042,0.23086,0.33552,0.25173,2.835999999999993e-10,2.835999999999993e-10,2.835999999999993e-10,2.835999999999993e-10,2.835999999999993e-10,2.835999999999993e-10,2.3669999999999775e-10,2.3669999999999775e-10,2.835999999999993e-10,2.835999999999993e-10
505,3,3,1.2802e-10,0.2764,0.22325,0.35314,0.62072,0.13644,0.15832,0.13885,0.13822,0.47381,0.27837,2.477000000000003e-10,2.477000000000003e-10,2.0959999999999812e-10,2.0959999999999812e-10,2.0959999999999812e-10,2.477000000000003e-10,2.0959999999999812e-10,2.477000000000003e-10,2.0959999999999812e-10,2.0959999999999812e-10
506,1,1,1.295e-10,0.2597,0.60882,0.1528,0.20861,0.29152,0.27238,0.33129,0.18364,0.30924,0.21394,1.1530000000000104e-10,2.520000000000012e-10,2.520000000000012e-10,2.520000000000012e-10,2.520000000000012e-10,2.520000000000012e-10,2.520000000000012e-10,2.520000000000012e-10,2.520000000000012e-10,2.520000000000012e-10
507,3,3,1.2987e-10,0.26282,0.18485,0.26932,0.52433,0.27617,0.30982,0.18692,0.14725,0.40842,0.19564,3.650999999999991e-10,1.8549999999999858e-10,1.8549999999999858e-10,1.8549999999999858e-10,1.8549999999999858e-10,1.8549999999999858e-10,1.8549999999999858e-10,1.8549999999999858e-10,1.8549999999999858e-10,1.1309999999999788e-10
508,6,6,1.2552e-10,0.31222,0.15416,0.20409,0.21372,0.25479,0.40475,0.54309,0.084203,0.44165,0.17571,1.7009999999999965e-10,5.869999999999774e-11,1.7009999999999965e-10,2.2399999999999592e-10,1.7009999999999965e-10,1.7009999999999965e-10,2.2399999999999592e-10,1.7009999999999965e-10,1.7009999999999965e-10,2.615999999999975e-10
509,5,5,1.2783e-10,0.26248,0.092572,0.17308,0.43074,0.16114,0.55395,0.19686,0.17886,0.40545,0.29463,3.3809999999999824e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,3.3809999999999824e-10,2.4530000000000286e-10,1.85300000000001e-10
510,7,7,1.2900999999999998e-10,0.339,0.1436,0.35085,0.37321,0.18126,0.13405,0.061752,0.50888,0.38191,0.31182,1.44393e-10,1.74277e-10,1.74277e-10,1.74277e-10,1.74277e-10,1.74277e-10,1.74277e-10,2.11653e-10,1.74277e-10,1.74277e-10
511,4,4,1.2638e-10,0.17358,0.37224,0.15516,0.15794,0.49398,0.20148,0.18519,0.24254,0.35345,0.32542,2.3248e-10,2.3248e-10,2.3248e-10,2.3248e-10,2.3248e-10,2.3248e-10,2.3248e-10,2.3248e-10,3.7117999999999995e-10,1.4860000000000009e-10
512,2,2,1.2482e-10,0.3409,0.37045,0.62295,0.32092,0.15851,0.040225,0.25439,0.22589,0.35299,0.24028,1.974299999999998e-10,3.108399999999989e-10,2.2769999999999912e-10,1.5410999999999958e-10,1.974299999999998e-10,1.5410999999999958e-10,2.6362999999999943e-10,1.5410999999999958e-10,3.108399999999989e-10,1.974299999999998e-10
513,2,2,1.2738e-10,0.38973,0.23554,0.5847,0.39572,0.18034,0.064016,0.27188,0.25195,0.31984,0.20159,1.9909999999999945e-10,1.9909999999999945e-10,2.948999999999999e-10,1.9909999999999945e-10,2.948999999999999e-10,3.6529999999999997e-10,1.3499999999999922e-10,2.948999999999999e-10,2.948999999999999e-10,1.9909999999999945e-10
514,6,6,1.2386e-10,0.36897,0.31017,0.23776,0.12157,0.25818,0.27934,0.54453,0.16956,0.34024,0.20232,3.1929999999999744e-10,2.128999999999979e-10,2.128999999999979e-10,2.128999999999979e-10,2.128999999999979e-10,2.128999999999979e-10,2.128999999999979e-10,2.128999999999979e-10,1.562999999999979e-10,3.1929999999999744e-10
515,3,3,1.2889999999999996e-10,0.24344,0.28831,0.32565,0.63529,0.15551,0.17829,0.076681,0.27557,0.35821,0.29953,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.85300000000001e-10,1.2140000000000002e-10,1.85300000000001e-10
516,2,2,1.2382e-10,0.30192,0.20245,0.64401,0.31654,0.29742,0.064364,0.22046,0.27083,0.33393,0.15724,1.8210000000000002e-10,1.8210000000000002e-10,1.8210000000000002e-10,2.4540000000000165e-10,1.8210000000000002e-10,1.8210000000000002e-10,2.4540000000000165e-10,1.8210000000000002e-10,2.4540000000000165e-10,1.8210000000000002e-10
517,6,6,1.2346e-10,0.3168,0.23494,0.25047,0.13863,0.34998,0.27913,0.60359,0.13356,0.3148,0.18317,1.879999999999981e-10,3.4970000000000015e-10,1.879999999999981e-10,1.879999999999981e-10,1.879999999999981e-10,1.879999999999981e-10,1.879999999999981e-10,1.879999999999981e-10,3.4970000000000015e-10,1.879999999999981e-10
518,5,5,1.2934e-10,0.26074,0.10489,0.14207,0.30788,0.21874,0.60671,0.27083,0.093783,0.47159,0.26042,2.143999999999996e-10,2.143999999999996e-10,2.143999999999996e-10,2.143999999999996e-10,2.143999999999996e-10,2.143999999999996e-10,2.143999999999996e-10,2.143999999999996e-10,2.143999999999996e-10,2.143999999999996e-10
519,4,4,1.2892e-10,0.21842,0.27531,0.24568,0.25634,0.54935,0.13684,0.17878,0.20599,0.27935,0.35993,1.576999999999975e-10,2.4700000000000215e-10,2.4700000000000215e-10,2.4700000000000215e-10,2.4700000000000215e-10,2.4700000000000215e-10,2.4700000000000215e-10,2.4700000000000215e-10,2.4700000000000215e-10,1.576999999999975e-10
520,8,8,1.2812e-10,0.19806,0.30963,0.24761,0.28221,0.19787,0.30402,0.20553,0.15604,0.57776,0.25169,2.03023e-10,3.10293e-10,2.03023e-10,2.03023e-10,2.03023e-10,1.38933e-10,2.03023e-10,2.03023e-10,2.03023e-10,1.65953e-10
521,9,9,1.2727e-10,0.29618,0.20882,0.22005,0.26977,0.37984,0.18137,0.13302,0.19613,0.28144,0.58823,1.9975999999999973e-10,1.9975999999999973e-10,2.860899999999998e-10,2.860899999999998e-10,1.9975999999999973e-10,1.9975999999999973e-10,1.9975999999999973e-10,2.860899999999998e-10,1.9975999999999973e-10,1.9975999999999973e-10
522,7,7,1.2873e-10,0.31906,0.16635,0.24177,0.41374,0.21579,0.17238,0.057404,0.56591,0.31664,0.37039,2.0274999999999995e-10,2.0274999999999995e-10,2.0274999999999995e-10,2.0274999999999995e-10,2.0274999999999995e-10,1.6595000000000024e-10,2.0274999999999995e-10,2.0274999999999995e-10,2.0274999999999995e-10,2.0274999999999995e-10
523,1,1,1.2812e-10,0.17745,0.57117,0.24756,0.2237,0.29337,0.2141,0.24211,0.21945,0.3538,0.25362,2.2439999999999935e-10,2.2439999999999935e-10,1.1819999999999903e-10,2.2439999999999935e-10,2.2439999999999935e-10,3.2009999999999934e-10,2.2439999999999935e-10,2.2439999999999935e-10,1.9079999999999897e-10,2.2439999999999935e-10
524,3,3,1.2888e-10,0.27209,0.25239,0.30045,0.64168,0.23503,0.28603,0.22331,0.20244,0.34856,0.1598,3.0879999999999877e-10,1.7039999999999933e-10,1.7039999999999933e-10,1.7039999999999933e-10,1.7039999999999933e-10,1.7039999999999933e-10,1.7039999999999933e-10,1.7039999999999933e-10,3.0879999999999877e-10,1.7039999999999933e-10
525,0,0,1.2682e-10,0.62908,0.19774,0.30425,0.14828,0.1442,0.25251,0.37183,0.1819,0.2994,0.28756,1.7729999999999855e-10,1.7729999999999855e-10,1.5289999999999934e-10,1.7729999999999855e-10,1.7729999999999855e-10,3.33199999999998e-10,1.7729999999999855e-10,1.5289999999999934e-10,3.33199999999998e-10,2.5290000000000023e-10
526,3,3,1.3044e-10,0.28097,0.20878,0.19129,0.60392,0.18456,0.38011,0.16471,0.16417,0.38113,0.28488,1.997000000000021e-10,3.313000000000011e-10,1.997000000000021e-10,1.997000000000021e-10,3.313000000000011e-10,1.4130000000000074e-10,1.997000000000021e-10,1.4130000000000074e-10,1.4130000000000074e-10,3.313000000000011e-10
527,8,8,1.2579e-10,0.38927,0.13869,0.31462,0.34952,0.17807,0.24335,0.25318,0.10008,0.5704,0.28347,1.9299999999999716e-10,1.9299999999999716e-10,1.9299999999999716e-10,1.9299999999999716e-10,1.5689999999999726e-10,1.9299999999999716e-10,1.9299999999999716e-10,1.9299999999999716e-10,1.9299999999999716e-10,2.983000000000001e-10
528,3,3,1.2725e-10,0.28423,0.23348,0.36526,0.58662,0.093442,0.17628,0.18553,0.31123,0.40095,0.1895,2.37800000000001e-10,2.37800000000001e-10,1.5589999999999943e-10,1.5589999999999943e-10,1.5589999999999943e-10,2.37800000000001e-10,2.37800000000001e-10,2.37800000000001e-10,2.37800000000001e-10,2.37800000000001e-10
529,1,1,1.2725e-10,0.17803,0.6641,0.23988,0.32043,0.20813,0.25317,0.34005,0.1935,0.29023,0.1821,2.187000000000005e-10,2.187000000000005e-10,2.187000000000005e-10,2.187000000000005e-10,2.6890000000000183e-10,2.187000000000005e-10,2.187000000000005e-10,2.187000000000005e-10,2.187000000000005e-10,1.3110000000000175e-10
530,9,9,1.2783e-10,0.27721,0.23843,0.25208,0.25911,0.44845,0.1656,0.19035,0.16791,0.27691,0.48816,1.8443e-10,1.8443e-10,1.8443e-10,1.38224e-10,1.8443e-10,1.8443e-10,1.8443e-10,2.60972e-10,3.24074e-10,2.60972e-10
531,3,3,1.2631e-10,0.32185,0.21391,0.30387,0.6069,0.17987,0.23001,0.30205,0.16737,0.32557,0.14522,2.5897999999999945e-10,1.8442000000000007e-10,2.1752999999999976e-10,2.1752999999999976e-10,2.5897999999999945e-10,2.5897999999999945e-10,2.1752999999999976e-10,3.160899999999999e-10,1.8442000000000007e-10,2.1752999999999976e-10
532,4,4,1.2698e-10,0.33264,0.25161,0.1891,0.19461,0.54945,0.17353,0.3086,0.25846,0.16076,0.34541,2.1563999999999947e-10,3.050299999999997e-10,2.52589999999999e-10,2.52589999999999e-10,2.52589999999999e-10,2.52589999999999e-10,3.050299999999997e-10,3.050299999999997e-10,2.52589999999999e-10,2.52589999999999e-10
